libid	batch	phylum	countgroup	taxon	taxid	sample_number	locality_number	sample_provider	n_specimens	reads_avg_seq	reads_max_seq	reads_median_seq	reads_min_seq	reads_N_50	reads_total_n	reads_total_seq	perc_reads_human	bag	n_contigs	largest_contig	total_length	GC_perc	N50	N75	L50	L75	busco_lineage	busco_perc_C	busco_perc_S	busco_perc_D	busco_perc_F	busco_perc_M	busco_set_size	mode_cov_dist	mapped_bases	genome_size_est	co1_length	co1_Superkingdom	co1_Kingdom	co1_Phylum	co1_Class	co1_Order	co1_Genus	co1_Species	lineage
P1_13	b3_b5	Arthropoda	Oribatida	Oribatella quadricornuta	198298	Gr-Ori-00057		Görlitz		137.26	150	150	50	150	31646182	4343698260	6.43	bag2	56159	106288	120134531	33.04	3436	1564	8503	21629	arachnida_odb10	86.8	85.9	0.9	3.8	9.4	2934	1	3424335170	3424335170	671	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Oribatellidae-undef	Propelops sp. BOLD:AAB0332	Oribatella;Oribatellidae;Oribatelloidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_181	b1	Annelida	Enchytraeidae	Enchytraeus crypticus	913645	enc_ECT_180815_10		ECT		133.64	150	150	50	150	5470647	731094012	2.15	bag3	32672	16147	22706782	36.47	655	561	12526	21927	metazoa_odb10	0.2	0.2	0	1.5	98.3	954	2	473497228	236748614	673	Eukaryota	Metazoa	Annelida	Clitellata	Enchytraeida	Enchytraeus	Enchytraeus moebii	Enchytraeus;Enchytraeidae;Enchytraeida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_184	b1	Nematoda	Nematoda	Dolichorhabditis dolichura (A. Schneider, 1866)		nem_SMG_180821_14		Görlitz		135.33	150	150	50	150	5243885	709676625	0.24	bag1	3552	21681	3304917	48.68	956	705	1151	2164	nematoda_odb10	2.6	2.6	0	2	95.4	3131	2	24078348	12039174	664	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Uncinaria	Uncinaria sanguinis	
P1_14	b3_b5	Arthropoda	Oribatida	Eupelops occultus	2234141	Gr-Ori-00060		Görlitz		141.06	150	150	50	150	41062745	5792385305	2.2	bag2	46886	57682	105149395	31.5	4045	1715	6353	16450	arachnida_odb10	88.9	87.6	1.3	3.3	7.8	2934	1	3182948145	3182948145	661	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Eupelops	Eupelops occultus	Eupelops;Phenopelopidae;Phenopelopoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_184	b1	Nematoda	Nematoda	Dolichorhabditis dolichura (A. Schneider, 1866)		nem_SMG_180821_14		Görlitz		135.33	150	150	50	150	5243885	709676625	0.24	bag3	50367	68248	53560235	55.46	1044	684	11059	27269	nematoda_odb10	6.4	5.5	0.9	3	90.6	3131	2	568610734	284305367	664	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Uncinaria	Uncinaria sanguinis	
P1_200	b1	Nematoda	Nematoda	Dolichorhabditis dolichura (A. Schneider, 1866)		nem_SMG_180918_23		Görlitz		139.64	150	150	50	150	1916	267546	6.11																												
P1_87	b1	Nematoda	Nematoda	Panagrolaimus detritophagus Fuchs, 1930	310956	nem_SMG_180821_3		Görlitz		141.93	150	150	50	150	5399	766292	30.15																												Panagrolaimus;Panagrolaimidae;Panagrolaimoidea;Panagrolaimomorpha;Tylenchina;Rhabditida;Chromadorea;Nematoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_89	b1	Nematoda	Nematoda	Acrobeloides nanus (de Man, 1880)	290746	nem_SMG_180821_17		Görlitz		135.24	150	150	50	150	6638854	897856442	0.19	bag1	4987	17293	5966541	38.25	1301	904	1474	2852	nematoda_odb10	3	3	0	2.8	94.2	3131	4	213041612	53260403	603	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Acrobeloides	Acrobeloides varius	Acrobeloides;Cephalobidae;Cephaloboidea;Cephalobomorpha;Tylenchina;Rhabditida;Chromadorea;Nematoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_15	b3_b5	Arthropoda	Oribatida	Quadroppia maritalis	1250640	Gr-Ori-00063		Görlitz		136.74	150	150	50	150	25090206	3430789247	5.92	bag2	10453	197961	73591724	32.14	19133	7334	983	2525	arachnida_odb10	90.6	88.9	1.7	1.1	8.3	2934	2	2544382726	1272191363	683	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Peloptulus	Peloptulus phaenotus	Quadroppiidae;Oppioidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_89	b1	Nematoda	Nematoda	Acrobeloides nanus (de Man, 1880)	290746	nem_SMG_180821_17		Görlitz		135.24	150	150	50	150	6638854	897856442	0.19	bag3	62950	54223	58104394	39.38	954	696	20260	38158	nematoda_odb10	5.9	5.7	0.2	4.2	89.9	3131	2	746789640	373394820	603	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Acrobeloides	Acrobeloides varius	Acrobeloides;Cephalobidae;Cephaloboidea;Cephalobomorpha;Tylenchina;Rhabditida;Chromadorea;Nematoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_90	b1	Nematoda	Nematoda	Cuticularia oxycerca	55803	nem_SMG_180821_2		Görlitz		141.22	150	150	51	150	323	45614	0.64																												Rhabditinae;Rhabditidae;Rhabditoidea;Rhabditomorpha;Rhabditina;Rhabditida;Chromadorea;Nematoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_92	b1	Nematoda	Nematoda	Acrobeloides nanus (de Man, 1880)	290746	nem_SMG_180821_18		Görlitz		138.6	150	150	50	150	270	37421	17.24																												Acrobeloides;Cephalobidae;Cephaloboidea;Cephalobomorpha;Tylenchina;Rhabditida;Chromadorea;Nematoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_93	b1	Arthropoda	Oribatida	Hypochthonius rufulus	66581	ori_SMG_180821_11		Görlitz		145.48	150	150	62	150	331	48154	5.7																												Hypochthonius;Hypochthoniidae;Hypochthonoidea;Enarthronota;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_16	b3_b5	Arthropoda	Oribatida	Liebstadia similis	1250587	Gr-Ori-00066		Görlitz		127.31	150	150	50	150	26590161	3385131026	18.94	bag2	23662	79082	81867180	35.55	5828	2874	4030	9028	arachnida_odb10	91.4	90.1	1.3	1.5	7.1	2934	9	1619386854	179931872.7	658	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Liebstadia	Eueremaeus sp. BOLD:AAY3113	Liebstadia;Liebstadiidae;Oripodoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_98	b1	Nematoda	Nematoda	Panagrolaimus detritophagus Fuchs, 1930	310956	nem_SMG_180821_4		Görlitz		135.4	150	150	50	150	14276	1933002	3.16	bag3	1	550	550	27.09	550	550	1	1	nematoda_odb10	0	0	0	0	100	3131	1	335491	335491									Panagrolaimus;Panagrolaimidae;Panagrolaimoidea;Panagrolaimomorpha;Tylenchina;Rhabditida;Chromadorea;Nematoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_102	b1	Chordata	Aves	Gallus gallus	9031	PC_02				136.92	150	150	50	150	8600112	1177495022	1.33	bag1	53984	21392	37066551	41.58	655	565	21185	36489	aves_odb10	0.1	0.1	0	1	98.9	8338	1	455680495	455680495	665	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Gallus	Gallus gallus	Gallus;Phasianinae;Phasianidae;Galliformes;Galloanserae;Neognathae;Aves;Coelurosauria;Theropoda;Saurischia;Dinosauria;Archosauria;Archelosauria;Sauria;Sauropsida;Amniota;Tetrapoda;Dipnotetrapodomorpha;Sarcopterygii;Euteleostomi;Teleostomi;Gnathostomata;Vertebrata;Craniata;Chordata;Deuterostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_17	b3_b5	Arthropoda	Oribatida	Tectocepheus sarekensis	198303	Gr-Ori-00069		Görlitz		117.2	150	126	50	150	13960831	1636254131	3.6	bag2	52883	13231	54120335	33.4	1104	757	15941	30816	arachnida_odb10	44.5	43.9	0.6	15.7	39.8	2934	2	930999078	465499539	668	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Tectocepheus	Tectocepheus sp. BOLD:ABW9787	Tectocepheus;Tectocepheidae;Carabodoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_102	b1	Chordata	Aves	Gallus gallus	9031	PC_02				136.92	150	150	50	150	8600112	1177495022	1.33	bag3	86343	21392	57257587	41.02	634	555	34876	59106	aves_odb10	0.1	0.1	0	1	98.9	8338	1	746384789	746384789	665	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Gallus	Gallus gallus	Gallus;Phasianinae;Phasianidae;Galliformes;Galloanserae;Neognathae;Aves;Coelurosauria;Theropoda;Saurischia;Dinosauria;Archosauria;Archelosauria;Sauria;Sauropsida;Amniota;Tetrapoda;Dipnotetrapodomorpha;Sarcopterygii;Euteleostomi;Teleostomi;Gnathostomata;Vertebrata;Craniata;Chordata;Deuterostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_118	b1	Chordata	Aves	Gallus gallus	9031	PC_03				143.19	150	150	50	150	2291	328043	1.53																												Gallus;Phasianinae;Phasianidae;Galliformes;Galloanserae;Neognathae;Aves;Coelurosauria;Theropoda;Saurischia;Dinosauria;Archosauria;Archelosauria;Sauria;Sauropsida;Amniota;Tetrapoda;Dipnotetrapodomorpha;Sarcopterygii;Euteleostomi;Teleostomi;Gnathostomata;Vertebrata;Craniata;Chordata;Deuterostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_132	b1	Arthropoda	Collembola	Folsomia candida	158441	col_ECT_180815_2		ECT		129.42	150	150	50	150	5534794	716293964	0.47	bag1	42180	24052	37286153	40.48	883	661	13644	25917	arthropoda_odb10	3.3	3.3	0	15.5	81.2	1013	2	367155474	183577737	682	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Folsomia	Folsomia candida	Folsomia;Proisotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_18	b3_b5	Arthropoda	Oribatida	Pantelozetes paolii	1979943	Gr-Ori-00072		Görlitz		127.74	150	150	50	150	22425824	2864642269	2.43	bag2	13773	282901	86254419	30.46	18229	6429	1162	3139	arachnida_odb10	91.5	90	1.5	0.9	7.6	2934	21	2626467398	125069876.1	682	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Peloribates	Peloribates sp. BOLD:ABX5392	Pantelozetes;Oribellidae;Eremelloidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_132	b1	Arthropoda	Collembola	Folsomia candida	158441	col_ECT_180815_2		ECT		129.42	150	150	50	150	5534794	716293964	0.47	bag3	77063	24052	64498468	39.46	826	633	25848	48295	arthropoda_odb10	3.7	3.7	0	14.9	81.4	1013	2	617193096	308596548	682	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Folsomia	Folsomia candida	Folsomia;Proisotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_148	b1	Nematoda	Nematoda	Poikilolaimus oxycerca (de Man, 1895)		nem_SMG_180821_1		Görlitz		127.98	150	150	50	150	3881100	496718936	0.17	bag1	2081	15720	2330649	50.95	1101	719	449	1114	nematoda_odb10	1.6	1.6	0	1.4	97	3131	2	32002282	16001141	657	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Oswaldocruzia	Necator americanus	
P1_2	b3_b5	Arthropoda	Oribatida	Achipteria nitens	229768	Gr-Ori-00021		Görlitz		131.53	150	150	50	150	35149359	4623042460	5.04	bag2	36629	43937	100618427	29.31	4123	2131	6811	15289	arachnida_odb10	92.4	91	1.4	1.8	5.8	2934	1	2800610777	2800610777	680	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Achipteria	Achipteria coleoptrata	Achipteriidae;Achipterioidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_148	b1	Nematoda	Nematoda	Poikilolaimus oxycerca (de Man, 1895)		nem_SMG_180821_1		Görlitz		127.98	150	150	50	150	3881100	496718936	0.17	bag3	41461	15720	31681387	52.11	728	590	14651	26820	nematoda_odb10	5	5	0	3.2	91.8	3131	2	362347805	181173902.5	657	Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Oswaldocruzia	Necator americanus	
P2_150	b1	Chordata	Aves	Gallus gallus	9031	PC_05				138.98	150	150	50	150	12099360	1681608311	0.95	bag1	134073	16244	99541627	42.19	729	599	50630	88464	aves_odb10	0.5	0.5	0	2.8	96.7	8338	2	774309940	387154970	665	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Gallus	Gallus gallus	Gallus;Phasianinae;Phasianidae;Galliformes;Galloanserae;Neognathae;Aves;Coelurosauria;Theropoda;Saurischia;Dinosauria;Archosauria;Archelosauria;Sauria;Sauropsida;Amniota;Tetrapoda;Dipnotetrapodomorpha;Sarcopterygii;Euteleostomi;Teleostomi;Gnathostomata;Vertebrata;Craniata;Chordata;Deuterostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_29	b3_b5	Arthropoda	Oribatida	Carabodes femoralis	229793	Gr-Ori-00149		Görlitz		131.36	150	150	50	150	34733695	4562789982	5.05	bag2	68070	57219	102286621	29.76	1868	1072	15204	33518	arachnida_odb10	84.4	83.4	1	4.6	11	2934				690	Eukaryota	Metazoa	Arthropoda	Arachnida	Ixodida	Rhipicephalus	Rhipicephalus microplus	Carabodes;Carabodidae;Carabodoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_150	b1	Chordata	Aves	Gallus gallus	9031	PC_05				138.98	150	150	50	150	12099360	1681608311	0.95	bag3	210028	16244	149928919	41.7	696	582	81220	140361	aves_odb10	0.5	0.5	0	2.8	96.7	8338	2	1231967226	615983613	665	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Gallus	Gallus gallus	Gallus;Phasianinae;Phasianidae;Galliformes;Galloanserae;Neognathae;Aves;Coelurosauria;Theropoda;Saurischia;Dinosauria;Archosauria;Archelosauria;Sauria;Sauropsida;Amniota;Tetrapoda;Dipnotetrapodomorpha;Sarcopterygii;Euteleostomi;Teleostomi;Gnathostomata;Vertebrata;Craniata;Chordata;Deuterostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_190	b1	Chordata	Aves	Gallus gallus	9031	PC_07				133.24	150	150	50	150	21356	2845419	13.43	bag1	4	831	2506	50.24	647	528	2	3	aves_odb10	0	0	0	0	100	8338	1	234321	234321									Gallus;Phasianinae;Phasianidae;Galliformes;Galloanserae;Neognathae;Aves;Coelurosauria;Theropoda;Saurischia;Dinosauria;Archosauria;Archelosauria;Sauria;Sauropsida;Amniota;Tetrapoda;Dipnotetrapodomorpha;Sarcopterygii;Euteleostomi;Teleostomi;Gnathostomata;Vertebrata;Craniata;Chordata;Deuterostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_3	b3_b5	Arthropoda	Oribatida	Conchogneta dalecarlica		Gr-Ori-00024		Görlitz		128.51	150	150	50	150	28035936	3602875201	17.08	bag2	52287	20264	56471865	33.03	1182	781	14694	29444	arachnida_odb10	50	49	1	13.7	36.3	2934	1	909789917	909789917	682	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Lucoppia	Lucoppia burrowsi	
P2_190	b1	Chordata	Aves	Gallus gallus	9031	PC_07				133.24	150	150	50	150	21356	2845419	13.43	bag3	4	831	2506	50.24	647	528	2	3	aves_odb10	0	0	0	0	100	8338	1	408025	408025									Gallus;Phasianinae;Phasianidae;Galliformes;Galloanserae;Neognathae;Aves;Coelurosauria;Theropoda;Saurischia;Dinosauria;Archosauria;Archelosauria;Sauria;Sauropsida;Amniota;Tetrapoda;Dipnotetrapodomorpha;Sarcopterygii;Euteleostomi;Teleostomi;Gnathostomata;Vertebrata;Craniata;Chordata;Deuterostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_191	b1	Arthropoda	Oribatida	Acrotritia duplicata	1979925	ori_SMG_180918_4		Görlitz		126.83	150	150	50	150	1807809	229288350	1.34	bag1	574	19984	930748	39.33	2179	1057	91	246	arachnida_odb10	0.1	0.1	0	0.1	99.8	2934	2	29706350	14853175	657	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Euphthiracarus	Euphthiracarus sp. AMUOR021	Acrotritia;Euphthiracaridae;Euphthiracaroidea;Mixonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_30	b3_b5	Arthropoda	Oribatida	Hermanniella dolosa	2664692	Gr-Ori-00152		Görlitz		134.09	150	150	50	150	36283426	4865216939	5.07	bag2	44628	17148	44323014	34.35	1048	706	12754	25712	arachnida_odb10	33.3	33	0.3	12.6	54.1	2934	1	1160140567	1160140567	681	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Propelops	Propelops sp. BOLD:ACF1776	Hermanniella;Hermanniellidae;Hermannielloidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_191	b1	Arthropoda	Oribatida	Acrotritia duplicata	1979925	ori_SMG_180918_4		Görlitz		126.83	150	150	50	150	1807809	229288350	1.34	bag3	4410	19984	4298032	36.86	961	657	1144	2513	arachnida_odb10	0	0	0	0.1	99.9	2934	1	159098439	159098439	657	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Euphthiracarus	Euphthiracarus sp. AMUOR021	Acrotritia;Euphthiracaridae;Euphthiracaroidea;Mixonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_192	b1	Annelida	Lumbricina	Aporrectodea caliginosa	302032	ear_ECT_180918_3		ECT		136.18	150	150	50	150	76508	10418933	7.32	bag1	9	2239	10946	44.61	1692	1130	3	5								1	102428	102428	233	Eukaryota	Metazoa	Annelida	Clitellata	Haplotaxida	Aporrectodea	Aporrectodea caliginosa	Aporrectodea;Lumbricinae;Lumbricidae;Lumbricina;Haplotaxida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_31	b3_b5	Arthropoda	Oribatida	Acrogalumna longipluma	708378	Gr-Ori-00155		Görlitz		126.46	150	150	50	150	39490076	4994052125	16.35	bag2	23221	18749	23012379	33.1	1021	679	6212	13215	arachnida_odb10	8	7.9	0.1	6.1	85.9	2934				684	Eukaryota	Metazoa	Annelida	Clitellata	Enchytraeida	Enchytraeus	Enchytraeus albidus	Acrogalumna;Galumnidae;Galumnoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_192	b1	Annelida	Lumbricina	Aporrectodea caliginosa	302032	ear_ECT_180918_3		ECT		136.18	150	150	50	150	76508	10418933	7.32	bag3	154	6878	125692	41.13	803	607	51	97	metazoa_odb10	0	0	0	0	100	954	1	3456693	3456693	233	Eukaryota	Metazoa	Annelida	Clitellata	Haplotaxida	Aporrectodea	Aporrectodea caliginosa	Aporrectodea;Lumbricinae;Lumbricidae;Lumbricina;Haplotaxida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_194	b1	Arthropoda	Oribatida	Zygoribatula exilis	1251916	ori_SMG_180918_3		Görlitz		124.74	150	149	50	150	1856915	231628469	0.55	bag1	2843	16137	2262476	44.63	761	614	987	1821	arachnida_odb10	6	5.9	0.1	5.4	88.6	2934	2	20156049	10078024.5	657	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Oribatulidae-undef	Oribatula tibialis	Oribatulidae;Oripodoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_32	b3_b5	Arthropoda	Oribatida	Ceratozetes gracilis	1686620	Gr-Ori-00158		Görlitz		129.95	150	150	50	150	34185795	4442540885	5.48	bag2	37549	121104	121464769	32.48	5431	2493	5667	14040	arachnida_odb10	91.6	90.1	1.5	1.7	6.7	2934				684	Eukaryota	Metazoa	Annelida	Clitellata	Enchytraeida	Enchytraeus	Enchytraeus albidus	Ceratozetes;Ceratozetidae;Ceratozetoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_194	b1	Arthropoda	Oribatida	Zygoribatula exilis	1251916	ori_SMG_180918_3		Görlitz		124.74	150	149	50	150	1856915	231628469	0.55	bag3	14516	16137	10348224	41.32	677	571	5486	9662	arachnida_odb10	8	7.9	0.1	7.3	84.7	2934	2	145542716	72771358	657	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Oribatulidae-undef	Oribatula tibialis	Oribatulidae;Oripodoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_199	b1	Annelida	Lumbricina	Aporrectodea caliginosa	302032	ear_ECT_180918_3		ECT		141.41	150	150	50	150	262934	37182770	17.17	bag1	30	3013	39931	46.08	1889	980	9	17	metazoa_odb10	0	0	0	0	100	954	2	468373	234186.5	241	Eukaryota	Metazoa	Annelida	Clitellata	Haplotaxida	Aporrectodea	Aporrectodea caliginosa	Aporrectodea;Lumbricinae;Lumbricidae;Lumbricina;Haplotaxida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_4	b3_b5	Arthropoda	Oribatida	Fuscozetes fuscipes	1686651	Gr-Ori-00027		Görlitz		136.6	150	150	50	150	39270308	5364374260	2.39	bag2	27734	437264	110055134	32.78	8576	3633	3315	8235	arachnida_odb10	93	90.3	2.7	1.4	5.6	2934				661	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Phenopelopidae-undef	Phenopelopidae sp. BOLD:ADV2302	Fuscozetes;Ceratozetidae;Ceratozetoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_199	b1	Annelida	Lumbricina	Aporrectodea caliginosa	302032	ear_ECT_180918_3		ECT		141.41	150	150	50	150	262934	37182770	17.17	bag3	743	7685	691810	41.9	935	648	212	437	metazoa_odb10	0	0	0	0.1	99.9	954	1	13702828	13702828	241	Eukaryota	Metazoa	Annelida	Clitellata	Haplotaxida	Aporrectodea	Aporrectodea caliginosa	Aporrectodea;Lumbricinae;Lumbricidae;Lumbricina;Haplotaxida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_201	b1	Annelida	Lumbricina	Aporrectodea caliginosa	302032	ear_ECT_180918_1		ECT		141.75	150	150	51	150	795	112691	4.2																												Aporrectodea;Lumbricinae;Lumbricidae;Lumbricina;Haplotaxida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_5	b3_b5	Arthropoda	Oribatida	Eniochthonius minutissimus	229763	Gr-Ori-00030		Görlitz		132.79	150	150	50	150	21785746	2892926939	40.4	bag2	4772	8412	3400999	49.06	682	574	1813	3179	arachnida_odb10	0.1	0.1	0	0.1	99.8	2934				603	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Phasmarhabditis	Phasmarhabditis sp. VP-2016a	Eniochthonius;Eniochthoniidae;Hypochthonoidea;Enarthronota;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
