libid	batch	phylum	countgroup	taxon	taxid	sample_number	Reads avg. seq:	Reads max seq:	Reads median seq:	Reads min seq:	Reads N 50:	Reads total n:	Reads total seq:	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	bag	perc_reads_human	busco_lineage	Busco % C	Busco % S	Busco % D	Busco % F	Busco % M	Busco set size	mode_cov_dist	mapped_bases	genome_size_est	co1_Order	co1_Genus	co1_Species
P3_95	b1	Arthropoda	Acari	Acrotritia duplicata	1979925	ori_SMG_180821_1	127.56	150	150	50	150	5332269	680197127	17177	26630	15510741	35.16	883	635	4977	10233	bag3	1.73	arachnida_odb10	2.9	2.9	0	2.9	94.2	2934	2	532051903	266025951.5	Sarcoptiformes	Euphthiracarus	Euphthiracarus sp. AMUOR021
P4_106	b1	Arthropoda	Acari	Tyrophagus putrescentiae	59818	mit_ECT_180815_12	132.25	150	150	50	150	2919800	386155326	11459	14181	12731047	53.03	1218	828	3356	6536	bag1	2.04	arachnida_odb10	35.1	34.4	0.7	11.6	53.3	2934	4	112263109	28065777.25	Sarcoptiformes	Tyrophagus	Tyrophagus putrescentiae
P4_106	b1	Arthropoda	Acari	Tyrophagus putrescentiae	59818	mit_ECT_180815_12	132.25	150	150	50	150	2919800	386155326	42109	14181	38371866	49.47	933	680	13476	25619	bag2	2.04	arachnida_odb10	38.5	37.6	0.9	12.6	48.9	2934	2	326347514	163173757	Sarcoptiformes	Tyrophagus	Tyrophagus putrescentiae
P4_106	b1	Arthropoda	Acari	Tyrophagus putrescentiae	59818	mit_ECT_180815_12	132.25	150	150	50	150	2919800	386155326	42550	14181	38805057	49.43	933	680	13598	25874	bag3	2.04	arachnida_odb10	39.1	38.2	0.9	12.6	48.3	2934	2	332038172	166019086	Sarcoptiformes	Tyrophagus	Tyrophagus putrescentiae
P4_109	b1	Annelida	Enchytraeidae	Enchytraeus bigeminus	2717144	enc_ECT_180815_11	134.99	150	150	50	150	12413453	1675669164	1518	11695	1407696	41.39	936	722	506	936	bag1	1.51	metazoa_odb10	0.4	0.4	0	0.2	99.4	954	4	138784840	34696210	Enchytraeida	Enchytraeus	Enchytraeus albellus
P4_109	b1	Annelida	Enchytraeidae	Enchytraeus bigeminus	2717144	enc_ECT_180815_11	134.99	150	150	50	150	12413453	1675669164	65850	12072	50938313	36.39	748	601	23409	42504	bag2	1.51	metazoa_odb10	0.9	0.9	0	4.9	94.2	954	2	1158743365	579371682.5	Enchytraeida	Enchytraeus	Enchytraeus albellus
P4_109	b1	Annelida	Enchytraeidae	Enchytraeus bigeminus	2717144	enc_ECT_180815_11	134.99	150	150	50	150	12413453	1675669164	66212	12072	51694111	36.43	752	603	23250	42548	bag3	1.51	metazoa_odb10	0.9	0.9	0	5.2	93.9	954	2	1173636350	586818175	Enchytraeida	Enchytraeus	Enchytraeus albellus
P4_112	b1	Arthropoda	Acari	Oppiella nova	334625	ori_SMG_180821_25	132.82	150	150	50	150	583564	77510847	349	11107	258486	46.51	665	563	121	227	bag1	5.87	arachnida_odb10	0.6	0.6	0	0.6	98.8	2934	2	4209526	2104763	Sarcoptiformes	Oppiella	Oppiella nova
P4_112	b1	Arthropoda	Acari	Oppiella nova	334625	ori_SMG_180821_25	132.82	150	150	50	150	583564	77510847	1392	11107	946433	40.49	629	546	534	939	bag2	5.87	arachnida_odb10	0.7	0.7	0	0.9	98.4	2934	1	28145280	28145280	Sarcoptiformes	Oppiella	Oppiella nova
P4_112	b1	Arthropoda	Acari	Oppiella nova	334625	ori_SMG_180821_25	132.82	150	150	50	150	583564	77510847	1433	11107	976443	40.77	630	547	548	965	bag3	5.87	arachnida_odb10	0.7	0.7	0	1	98.3	2934	1	30464141	30464141	Sarcoptiformes	Oppiella	Oppiella nova
P4_117	b1	CONTROL	Control_H1	Gallus gallus		NC_03	125.16	150	150	50	150	213863	26767554	78	6371	68707	50.23	838	623	24	47	bag2	10.06								1	5491541	5491541	Galliformes	Gallus	Gallus gallus
P4_117	b1	CONTROL	Control_H1	Gallus gallus		NC_03	125.16	150	150	50	150	213863	26767554	99	6371	86987	50.13	835	619	30	60	bag3	10.06								1	6672980	6672980	Galliformes	Gallus	Gallus gallus
P4_119	b1	Arthropoda	Acari	Oppiella nova	334625	ori_SMG_180821_30	125.15	150	150	50	150	988434	123703802	1349	4352	959056	48.99	680	577	515	901	bag1	6.01	arachnida_odb10	1.8	1.8	0	2.2	96	2934	2	11471575	5735787.5	Sarcoptiformes	Eukaryota-undef	uncultured eukaryote
P4_119	b1	Arthropoda	Acari	Oppiella nova	334625	ori_SMG_180821_30	125.15	150	150	50	150	988434	123703802	4305	4352	2853350	45.08	631	553	1734	2945	bag2	6.01	arachnida_odb10	5.7	5.6	0.1	6.3	88	2934	2	60994874	30497437	Sarcoptiformes	Eukaryota-undef	uncultured eukaryote
P4_119	b1	Arthropoda	Acari	Oppiella nova	334625	ori_SMG_180821_30	125.15	150	150	50	150	988434	123703802	4406	4352	2924463	45.2	631	553	1773	3012	bag3	6.01	arachnida_odb10	5.8	5.7	0.1	6.5	87.7	2934	2	62586773	31293386.5	Sarcoptiformes	Eukaryota-undef	uncultured eukaryote
P4_131	b1	Arthropoda	Acari	Oppiella nova	334625	ori_SMG_180821_31	139.2	150	150	96	150	10	1392										0													
P4_149	b1	CONTROL	Control_H1	Gallus gallus		NC_05	121.07	150	145	52	148	15	1816										0													
P4_153	b1	Nematoda	Nematoda	Acrobeloides nanus	290746	nem_SMG_180821_19	128	150	150	55	150	21	2688										10													
P4_163	b1	Annelida	Enchytraeidae	Enchytraeus crypticus	913645	enc_ECT_180815_10	141.43	150	150	50	150	6245	883214										96.08													
P4_175	b1	Nematoda	Nematoda	Panagrolaimus detritophagus	310956	nem_SMG_180821_8	132.08	150	150	70	150	12	1585										0													
P4_177	b1	Annelida	Enchytraeidae	Enchytraeus bigeminus	2717144	enc_ECT_180815_11	126.29	150	150	67	150	7	884										0													
P4_180	b1	Annelida	Enchytraeidae	Enchytraeus bigeminus	2717144	enc_ECT_180815_11	131.6	150	126	115	126	10	1316										20													
P4_186	b1	Nematoda	Nematoda	Panagrolaimus detritophagus	310956	nem_SMG_180821_7	141.83	150	150	54	150	12	1702										16.67													
P4_189	b1	CONTROL	Control_ND			NC_07	114	114	114	114	114	1	114																							
P4_205	b1	Arthropoda	Acari	Oppiella nova	334625	ori_SMG_180918_2	144.25	150	150	104	150	8	1154										25													
P4_206	b1	CONTROL	Control_H1			NC_07	119.85	150	139	50	150	5801	695267										15.42											Galliformes	Gallus	Gallus gallus
P4_88	b1	Nematoda	Nematoda	Oscheius dolichura	473156	nem_SMG_180821_11	129.54	150	150	50	150	9486236	1228875600	6315	23453	8543462	48.73	1548	1017	1741	3437	bag1	1.63	nematoda_odb10	10.9	10.7	0.2	4.8	84.3	3131	4	70402551	17600637.75	Galliformes	Gallus	Gallus gallus
P4_88	b1	Nematoda	Nematoda	Oscheius dolichura	473156	nem_SMG_180821_11	129.54	150	150	50	150	9486236	1228875600	38592	23453	37833665	46.86	1028	718	11643	22715	bag2	1.63	nematoda_odb10	15.4	15	0.4	7.1	77.5	3131	2	344913504	172456752	Galliformes	Gallus	Gallus gallus
P4_88	b1	Nematoda	Nematoda	Oscheius dolichura	473156	nem_SMG_180821_11	129.54	150	150	50	150	9486236	1228875600	78875	110200	95029865	54.27	1295	763	15371	39874	bag3	1.63	nematoda_odb10	17.7	16.1	1.6	6.5	75.8	3131	2	1011976461	505988230.5	Galliformes	Gallus	Gallus gallus
P4_99	b1	Arthropoda	Acari	Zygoribatula exilis	1251916	ori_SMG_180821_18	125.77	150	150	50	150	4726625	594456543	9474	19891	12473606	44.07	1463	1011	2745	5320	bag1	1.73	arachnida_odb10	42.6	42.1	0.5	11.8	45.6	2934	6	154563756	25760626	Sarcoptiformes	Oribatula	Oribatula tibialis
P4_99	b1	Arthropoda	Acari	Zygoribatula exilis	1251916	ori_SMG_180821_18	125.77	150	150	50	150	4726625	594456543	42958	19891	41401336	41.19	1011	710	13176	25490	bag2	1.73	arachnida_odb10	49.6	49	0.6	13.7	36.7	2934	2	489970729	244985364.5	Sarcoptiformes	Oribatula	Oribatula tibialis
P4_99	b1	Arthropoda	Acari	Zygoribatula exilis	1251916	ori_SMG_180821_18	125.77	150	150	50	150	4726625	594456543	43430	19891	41981538	41.25	1015	712	13288	25736	bag3	1.73	arachnida_odb10	51.1	50.4	0.7	13.5	35.4	2934	2	498630425	249315212.5	Sarcoptiformes	Oribatula	Oribatula tibialis
MI_395	b4	Nematoda	Nematoda	Panagrellus silusioides	6232	G_nem00162	146.61	150	150	50	150	102870339	15081603038	7216	172374	35683816	44.82	10282	4499	803	2137	bag1	0.43	nematoda_odb10	51.8	49.4	2.4	3.5	44.7	3131	101	6365563051	63025376.74	Rhabditida	Litoditis	Nematoda sp. RS-2017
MI_395	b4	Nematoda	Nematoda	Panagrellus silusioides	6232	G_nem00162	146.61	150	150	50	150	102870339	15081603038	28463	172374	67884566	44.92	4881	1706	2736	8758	bag2	0.43	nematoda_odb10	60.5	57.6	2.9	4	35.5	3131	1	9685241830	9685241830	Rhabditida	Litoditis	Nematoda sp. RS-2017
MI_395	b4	Nematoda	Nematoda	Panagrellus silusioides	6232	G_nem00162	146.61	150	150	50	150	102870339	15081603038	89505	523421	198200634	56.89	4813	1431	6420	26450	bag3	0.43	nematoda_odb10	64.3	60.6	3.7	4	31.7	3131	2	14600353654	7300176827	Rhabditida	Litoditis	Nematoda sp. RS-2017
MI_396	b4	Nematoda	Nematoda	Discolaimus	211252	Gr_nem00217	147.9	150	150	50	150	88965886	13158134238	2471	79798	29146047	42.63	17393	10345	541	1086	bag1	56.33								48	1813911140	37789815.42	Dorylaimida	Ecumenicus	Ecumenicus monohystera
MI_396	b4	Nematoda	Nematoda	Discolaimus	211252	Gr_nem00217	147.9	150	150	50	150	88965886	13158134238	16834	79798	79174255	42.17	10631	4722	2019	4818	bag2	56.33								1	4677041117	4677041117	Dorylaimida	Ecumenicus	Ecumenicus monohystera
MI_396	b4	Nematoda	Nematoda	Discolaimus	211252	Gr_nem00217	147.9	150	150	50	150	88965886	13158134238	55565	437740	135735843	48.01	6427	1768	4492	14867	bag3	56.33								1	5412636337	5412636337	Dorylaimida	Ecumenicus	Ecumenicus monohystera
MI_397	b4	Arthropoda	Acari	Achipteria coleoptrata	229769	Gr_ori00232	147.28	150	150	50	150	81526797	12007229967	8957	84892	41931551	31.67	7380	4007	1623	3546	bag1	45.41	arachnida_odb10	80.1	79	1.1	2.8	17.1	2934	44	2594481806	58965495.59	Sarcoptiformes	Hydrozetes	Campachipteria brevisetosa
MI_397	b4	Arthropoda	Acari	Achipteria coleoptrata	229769	Gr_ori00232	147.28	150	150	50	150	81526797	12007229967	64935	84892	129762499	29.56	3107	1414	10050	25792	bag2	45.41	arachnida_odb10	89.4	88	1.4	3.1	7.5	2934	1	5051243139	5051243139	Sarcoptiformes	Hydrozetes	Campachipteria brevisetosa
MI_397	b4	Arthropoda	Acari	Achipteria coleoptrata	229769	Gr_ori00232	147.28	150	150	50	150	81526797	12007229967	107845	482577	198437451	38.85	2966	1215	14286	41279	bag3	45.41	arachnida_odb10	91.2	88.7	2.5	3.1	5.7	2934	1	6303543202	6303543202	Sarcoptiformes	Hydrozetes	Campachipteria brevisetosa
MI_402	b4	Arthropoda	Acari	Heminothrus tragionii	2664691	Gr_ori00247	148.08	150	150	50	150	62884194	9311843967	9257	112553	66288234	29.78	12061	6502	1547	3420	bag1	10.95	arachnida_odb10	80.1	78.9	1.2	3	16.9	2934	36	4112826980	114245193.9	Sarcoptiformes	Neonothrus	Neonothrus sp. BOLD:AAE1747
MI_402	b4	Arthropoda	Acari	Heminothrus tragionii	2664691	Gr_ori00247	148.08	150	150	50	150	62884194	9311843967	62807	112553	176593156	29.56	5903	2357	7193	19115	bag2	10.95	arachnida_odb10	89	87.7	1.3	3.3	7.7	2934	1	7395220889	7395220889	Sarcoptiformes	Neonothrus	Neonothrus sp. BOLD:AAE1747
MI_402	b4	Arthropoda	Acari	Heminothrus tragionii	2664691	Gr_ori00247	148.08	150	150	50	150	62884194	9311843967	94320	893150	211956570	34.04	5067	1652	9371	27844	bag3	10.95	arachnida_odb10	92.1	89.8	2.3	3.1	4.8	2934	1	7758774327	7758774327	Sarcoptiformes	Neonothrus	Neonothrus sp. BOLD:AAE1747
MI_408	b4	Arthropoda	Acari	Nanhermannia nana	198291	Gr_ori00265	148.23	150	150	50	150	78027043	11565740530	9547	88270	53917562	30.41	9031	4686	1676	3761	bag1	6.34								14	1927379676	137669976.9	Sarcoptiformes	Oppiidae-undef	Nanhermanniidae sp. BIOUG14078-E06
MI_408	b4	Arthropoda	Acari	Nanhermannia nana	198291	Gr_ori00265	148.23	150	150	50	150	78027043	11565740530	94955	88270	175696920	32.8	3205	1264	12496	34628	bag2	6.34								2	4840407582	2420203791	Sarcoptiformes	Oppiidae-undef	Nanhermanniidae sp. BIOUG14078-E06
MI_408	b4	Arthropoda	Acari	Nanhermannia nana	198291	Gr_ori00265	148.23	150	150	50	150	78027043	11565740530	301286	388855	419794777	48.63	1808	854	46888	135627	bag3	6.34								2	8928855955	4464427978	Sarcoptiformes	Oppiidae-undef	Nanhermanniidae sp. BIOUG14078-E06
MI_412	b4	Arthropoda	Acari	Pergalumna nervosa	708370	Gr_ori00277	146.97	150	150	50	150	59005376	8672095966	8652	105167	56760840	30.44	11460	5870	1389	3117	bag1	1.53								26	4750971128	182729658.8	Sarcoptiformes	Galumnidae-undef	Galumnidae sp. BOLD:AAF9138
MI_412	b4	Arthropoda	Acari	Pergalumna nervosa	708370	Gr_ori00277	146.97	150	150	50	150	59005376	8672095966	72659	105167	186280929	27.99	4429	1952	9859	25959	bag2	1.53								0	8254836752	inf	Sarcoptiformes	Galumnidae-undef	Galumnidae sp. BOLD:AAF9138
MI_412	b4	Arthropoda	Acari	Pergalumna nervosa	708370	Gr_ori00277	146.97	150	150	50	150	59005376	8672095966	77824	105167	194852374	29.09	4431	1902	10235	27296	bag3	1.53								0	8362901333	inf	Sarcoptiformes	Galumnidae-undef	Galumnidae sp. BOLD:AAF9138
MI_420	b4	Arthropoda	Acari	Tectocepheus minor	198302	Gr_ori00301	148.03	150	150	50	150	85588876	12669699198	1093	14161	883232	42.94	743	601	359	690	bag1	56.95	arachnida_odb10	0.7	0.7	0	0.5	98.8	2934	4	31815255	7953813.75	Sarcoptiformes	Eueremaeus	Eueremaeus sp. BOLD:AAY3113
MI_420	b4	Arthropoda	Acari	Tectocepheus minor	198302	Gr_ori00301	148.03	150	150	50	150	85588876	12669699198	11537	15362	8162874	38.54	659	561	4291	7669	bag2	56.95	arachnida_odb10	0.9	0.9	0	1	98.1	2934	4	785761422	196440355.5	Sarcoptiformes	Eueremaeus	Eueremaeus sp. BOLD:AAY3113
MI_420	b4	Arthropoda	Acari	Tectocepheus minor	198302	Gr_ori00301	148.03	150	150	50	150	85588876	12669699198	55771	646493	82836028	58.96	1992	822	4885	22420	bag3	56.95	arachnida_odb10	10.1	6.4	3.7	2.3	87.6	2934	4	4804432821	1201108205	Sarcoptiformes	Eueremaeus	Eueremaeus sp. BOLD:AAY3113
MI_424	b4	Arthropoda	Collembola	Desoria trispinata	1184801	Gr_col00313	147.45	150	150	50	150	79994245	11795030774	16040	224064	50038880	34.2	5119	2370	2149	5791	bag1	15.41	arthropoda_odb10	64.1	63.5	0.6	15.8	20.1	1013	59	3963290182	67174409.86	Entomobryomorpha	Desoria	Desoria trispinata
MI_424	b4	Arthropoda	Collembola	Desoria trispinata	1184801	Gr_col00313	147.45	150	150	50	150	79994245	11795030774	84952	224064	138956929	33.44	2275	1088	13575	36196	bag2	15.41	arthropoda_odb10	68.7	67.7	1	17.2	14.1	1013	1	8654911387	8654911387	Entomobryomorpha	Desoria	Desoria trispinata
MI_424	b4	Arthropoda	Collembola	Desoria trispinata	1184801	Gr_col00313	147.45	150	150	50	150	79994245	11795030774	115772	447603	186597970	40.72	2316	989	14391	46566	bag3	15.41	arthropoda_odb10	69.6	68	1.6	17	13.4	1013	1	9437642221	9437642221	Entomobryomorpha	Desoria	Desoria trispinata
MI_426	b4	Arthropoda	Collembola	Lepidocyrtus lignorum	707889	Gr_col00319	147.87	150	150	50	150	64382741	9520287850	23371	88764	65617542	38.73	4194	2167	3904	9396	bag1	1.64	arthropoda_odb10	58.1	55.4	2.7	20.2	21.7	1013	36	3063866655	85107407.08	Entomobryomorpha	Heteromurus	Heteromurus major
MI_426	b4	Arthropoda	Collembola	Lepidocyrtus lignorum	707889	Gr_col00319	147.87	150	150	50	150	64382741	9520287850	167742	88764	264115406	37.08	2061	1081	31772	76626	bag2	1.64								15	8849024127	589934941.8	Entomobryomorpha	Heteromurus	Heteromurus major
MI_426	b4	Arthropoda	Collembola	Lepidocyrtus lignorum	707889	Gr_col00319	147.87	150	150	50	150	64382741	9520287850	186972	222945	293294730	39.7	2059	1069	34690	84860	bag3	1.64								1	9140070366	9140070366	Entomobryomorpha	Heteromurus	Heteromurus major
D14	b8	Nematoda	Nematoda	Plectus velox	1298651	gr-nem699 - 705	148.62	150	150	50	150	70795854	10521489601	505	14521	461074	50.6	915	672	156	304	bag1	0.26								2	37706540	18853270	Plectida	Plectus	Plectus murrayi
D14	b8	Nematoda	Nematoda	Plectus velox	1298651	gr-nem699 - 705	148.62	150	150	50	150	70795854	10521489601	9985	14521	7402068	47.28	711	577	3604	6522	bag2	0.26								2	404806838	202403419	Plectida	Plectus	Plectus murrayi
D14	b8	Nematoda	Nematoda	Plectus velox	1298651	gr-nem699 - 705	148.62	150	150	50	150	70795854	10521489601	17879	401679	23400918	58.44	1426	731	1898	7953	bag3	0.26								2	10323967501	5161983751	Plectida	Plectus	Plectus murrayi
D15	b8	Nematoda	Nematoda	Eudorylaimus altherri	2072757	gr-nem1081 - 1089	148.69	150	150	50	150	95015433	14127531912	35	9195	58600	38.65	1920	1230	8	17	bag1	0.3								1	13537437	13537437	Rosales	Broussonetia	Broussonetia papyrifera
D15	b8	Nematoda	Nematoda	Eudorylaimus altherri	2072757	gr-nem1081 - 1089	148.69	150	150	50	150	95015433	14127531912	2473	13675	2400426	37.21	1025	678	698	1424	bag2	0.3								2	231542623	115771311.5	Rosales	Broussonetia	Broussonetia papyrifera
D15	b8	Nematoda	Nematoda	Eudorylaimus altherri	2072757	gr-nem1081 - 1089	148.69	150	150	50	150	95015433	14127531912	9297	391997	18447114	55.15	4045	1125	266	2843	bag3	0.3								2	13986594226	6993297113	Rosales	Broussonetia	Broussonetia papyrifera
D16	b8	Nematoda	Nematoda	Pungentus monohystera	2072763	gr-nem1112 - 1121	148.32	150	150	50	150	75204295	11154550539	490	17004	612468	45.42	1392	818	104	252	bag1	1.98								2	72537352	36268676	Eukaryota-undef	Eukaryota-undef	uncultured eukaryote
D16	b8	Nematoda	Nematoda	Pungentus monohystera	2072763	gr-nem1112 - 1121	148.32	150	150	50	150	75204295	11154550539	18472	17004	16819918	44.04	891	633	5233	10920	bag2	1.98								2	741573391	370786695.5	Eukaryota-undef	Eukaryota-undef	uncultured eukaryote
D16	b8	Nematoda	Nematoda	Pungentus monohystera	2072763	gr-nem1112 - 1121	148.32	150	150	50	150	75204295	11154550539	27766	273891	35081290	51.31	1383	746	4072	13084	bag3	1.98								2	10672001314	5336000657	Eukaryota-undef	Eukaryota-undef	uncultured eukaryote
D2	b8	Oribatida	Acari	Eniochthonius minutissimus	229763	gr-ori2367	147.96	150	150	50	150	63894080	9454031015	121564	62802	190706571	27.48	2108	1127	25211	56310	bag3	7.15								0	8562948843	inf	Blattodea	Rhagidiidae-undef	Halmaheramys bokimekot
D23	b8	Nematoda	Nematoda	Prismatolaimus dolichurus	288633	gr-nem1059 - 1063 / 1074 - 1078	147.69	150	150	50	150	86769852	12814674435	2394	46229	22210583	46.64	12419	7846	605	1165	bag1	0.97								10	468883828	46888382.8	Cyprinodontiformes	Nothobranchius	Nothobranchius furzeri
D23	b8	Nematoda	Nematoda	Prismatolaimus dolichurus	288633	gr-nem1059 - 1063 / 1074 - 1078	147.69	150	150	50	150	86769852	12814674435	29853	49887	143829971	46.13	7894	4298	5536	11662	bag2	0.97								10	1966687831	196668783.1	Cyprinodontiformes	Nothobranchius	Nothobranchius furzeri
D23	b8	Nematoda	Nematoda	Prismatolaimus dolichurus	288633	gr-nem1059 - 1063 / 1074 - 1078	147.69	150	150	50	150	86769852	12814674435	39080	417296	178402578	47.85	8723	4439	5481	12582	bag3	0.97								1	12573652722	12573652722	Cyprinodontiformes	Nothobranchius	Nothobranchius furzeri
D3	b8	Oribatida	Acari	Galumna obvia	885392	gr-ori1899 - 1900 / 2570 -2571	146.59	150	150	50	150	71293728	10451204693	89591	165911	284128185	26.17	5162	2345	12386	33099	bag3	16.61								10	8466102421	846610242.1	Sarcoptiformes	Galumnidae-undef	Galumnidae sp. 09DPMIT-0007
D4	b8	Oribatida	Acari	Nanhermannia coronata cf.	198290	gr-ori1197 -1201	146.98	150	150	50	150	74285062	10918166759	169198	82659	299345184	35.66	2748	1177	24707	67399	bag3	3.97								1	10125883468	10125883468	Sarcoptiformes	Malaconothridae-undef	Neoliodidae sp. BOLD:AAN6649
D7	b8	Oribatida	Acari	Steganacarus magnus	52000	gr-ori1917 - 1918	147.41	150	150	50	150	69585952	10257966445	98606	186299	255948232	37.08	4910	2007	12190	32810	bag3	0.55								1	9984170471	9984170471	Sarcoptiformes	Steganacarus	Steganacarus magnus
D8	b8	Oribatida	Acari	Scheloribates latipes	1979937	gr-ori2245 2246	147.82	150	150	50	150	66880965	9886219571	46361	172817	120170282	39.59	4906	2012	5850	15626	bag3	1.52								2	9512497500	4756248750	Sarcoptiformes	Scheloribates	Scheloribates sp. BOLD:ADI4824
MI_445	b7	Arthropoda	Collembola	Neelides folsomi	332381		147.81	150	150	50	150	64868551	9587923697	965	780296	73363694	33.35	159709	80789	128	291	bag1		arthropoda_odb10	61.7	61.7	0	8.6	29.7	1013	97	7403987269	76329765.66	Entomobryomorpha	Tomoceridae-undef	Tomocerinae sp. BOLD:AAN6554
MI_445	b7	Arthropoda	Collembola	Neelides folsomi	332381		147.81	150	150	50	150	64868551	9587923697	1969	780296	88077484	33.32	162062	77453	150	348	bag2		arthropoda_odb10	72.2	72.2	0	10.6	17.2	1013	96	8820258566	91877693.4	Entomobryomorpha	Tomoceridae-undef	Tomocerinae sp. BOLD:AAN6554
MI_445	b7	Arthropoda	Collembola	Neelides folsomi	332381		147.81	150	150	50	150	64868551	9587923697	4489	780296	110328127	37.45	158606	71392	196	457	bag3		arthropoda_odb10	75.4	75.4	0	10.7	13.9	1013	1	9516696110	9516696110	Entomobryomorpha	Tomoceridae-undef	Tomocerinae sp. BOLD:AAN6554
MI_448	b7	Arthropoda	Collembola	Isotoma	57735		146.46	150	150	50	150	64040429	9379075985	15554	282396	89964456	33.77	12116	4854	1491	4533	bag1		arthropoda_odb10	53.6	53.6	0	19.7	26.7	1013	37	4423559034	119555649.6	Entomobryomorpha	Isotoma	Isotoma viridis
MI_448	b7	Arthropoda	Collembola	Isotoma	57735		146.46	150	150	50	150	64040429	9379075985	100445	282396	229643284	32.58	4236	1590	10419	33435	bag2		arthropoda_odb10	55.7	55.7	0	19.5	24.8	1013	18	8959735314	497763073	Entomobryomorpha	Isotoma	Isotoma viridis
MI_448	b7	Arthropoda	Collembola	Isotoma	57735		146.46	150	150	50	150	64040429	9379075985	110928	282396	251305400	35.14	4360	1567	11235	36305	bag3		arthropoda_odb10	56	55.9	0.1	19.7	24.3	1013	1	9151549860	9151549860	Entomobryomorpha	Isotoma	Isotoma viridis
MI_451	b7	Arthropoda	Collembola	Neelus murinus	1348065		145.99	150	150	50	150	65371950	9543549543	12082	36343	40988308	26.83	5236	2901	2304	4921	bag1		arthropoda_odb10	31.8	23.1	8.7	23.1	45.1	1013	21	2904091815	138290086.4	Diptera	Antocha	Antocha sp. BOLD:AAF8995
MI_451	b7	Arthropoda	Collembola	Neelus murinus	1348065		145.99	150	150	50	150	65371950	9543549543	146475	36343	266644693	25.95	2648	1305	26578	62850	bag2		arthropoda_odb10	44	30.6	13.4	33.3	22.7	1013	17	8721019043	513001120.2	Diptera	Antocha	Antocha sp. BOLD:AAF8995
MI_451	b7	Arthropoda	Collembola	Neelus murinus	1348065		145.99	150	150	50	150	65371950	9543549543	150040	292999	286937414	28.08	2865	1355	24452	61397	bag3		arthropoda_odb10	37.3	26.9	10.4	24.9	37.8	1013	17	9288734659	546396156.4	Diptera	Antocha	Antocha sp. BOLD:AAF8995
MI_456	b7	Arthropoda	Acari	Allosuctobelba grandis	2234146	Gr.ori00237	147.04	150	150	50	150	64485169	9482109059	4961	20454	5582225	39.1	1187	770	1230	2710	bag1		arachnida_odb10	4.8	4.8	0	4.5	90.7	2934	6	287687078	47947846.33	Enchytraeida	Fridericia	Fridericia ratzeli
MI_456	b7	Arthropoda	Acari	Allosuctobelba grandis	2234146	Gr.ori00237	147.04	150	150	50	150	64485169	9482109059	48479	20454	39865843	35.63	794	609	15788	30279	bag2		arachnida_odb10	6.1	6.1	0	6.4	87.5	2934	4	1877129299	469282324.8	Enchytraeida	Fridericia	Fridericia ratzeli
MI_456	b7	Arthropoda	Acari	Allosuctobelba grandis	2234146	Gr.ori00237	147.04	150	150	50	150	64485169	9482109059	102232	329536	122561167	53.27	1307	738	18532	50811	bag3		arachnida_odb10	9.7	9.7	0	4.4	85.9	2934	4	6244666373	1561166593	Enchytraeida	Fridericia	Fridericia ratzeli
